video_path,start_frame,end_frame,fps,center_time,gt_time,target_score
sotad_extracted/test/4.mp4,138,188,25.000000,6.520000,3.280000,0.269227
sotad_extracted/test/4.mp4,144,194,25.000000,6.760000,3.280000,0.220072
sotad_extracted/test/4.mp4,150,200,25.000000,7.000000,3.280000,0.177320
sotad_extracted/test/4.mp4,156,206,25.000000,7.240000,3.280000,0.140830
sotad_extracted/test/4.mp4,162,212,25.000000,7.480000,3.280000,0.110251
sotad_extracted/test/4.mp4,168,218,25.000000,7.720000,3.280000,0.085077
sotad_extracted/test/4.mp4,174,224,25.000000,7.960000,3.280000,0.064713
sotad_extracted/test/4.mp4,180,230,25.000000,8.200000,3.280000,0.048519
sotad_extracted/test/4.mp4,186,236,25.000000,8.440000,3.280000,0.035858
sotad_extracted/test/4.mp4,192,242,25.000000,8.680000,3.280000,0.026121
sotad_extracted/test/4.mp4,198,248,25.000000,8.920000,3.280000,0.018757
sotad_extracted/test/5.mp4,0,50,25.000000,1.000000,0.200000,0.923116
sotad_extracted/test/5.mp4,6,56,25.000000,1.240000,0.200000,0.873541
sotad_extracted/test/5.mp4,12,62,25.000000,1.480000,0.200000,0.814810
sotad_extracted/test/5.mp4,18,68,25.000000,1.720000,0.200000,0.749162
sotad_extracted/test/5.mp4,24,74,25.000000,1.960000,0.200000,0.678955
sotad_extracted/test/5.mp4,30,80,25.000000,2.200000,0.200000,0.606531
sotad_extracted/test/5.mp4,36,86,25.000000,2.440000,0.200000,0.534085
sotad_extracted/test/5.mp4,42,92,25.000000,2.680000,0.200000,0.463569
sotad_extracted/test/5.mp4,48,98,25.000000,2.920000,0.200000,0.396611
sotad_extracted/test/5.mp4,54,104,25.000000,3.160000,0.200000,0.334473
sotad_extracted/test/5.mp4,60,110,25.000000,3.400000,0.200000,0.278037
sotad_extracted/test/8.mp4,0,50,25.000000,1.000000,0.760000,0.992826
sotad_extracted/test/8.mp4,6,56,25.000000,1.240000,0.760000,0.971611
sotad_extracted/test/8.mp4,12,62,25.000000,1.480000,0.760000,0.937255
sotad_extracted/test/8.mp4,18,68,25.000000,1.720000,0.760000,0.891188
sotad_extracted/test/8.mp4,24,74,25.000000,1.960000,0.760000,0.835270
sotad_extracted/test/8.mp4,30,80,25.000000,2.200000,0.760000,0.771669
sotad_extracted/test/8.mp4,36,86,25.000000,2.440000,0.760000,0.702718
sotad_extracted/test/8.mp4,42,92,25.000000,2.680000,0.760000,0.630779
sotad_extracted/test/8.mp4,48,98,25.000000,2.920000,0.760000,0.558110
sotad_extracted/test/8.mp4,54,104,25.000000,3.160000,0.760000,0.486752
sotad_extracted/test/9.mp4,0,50,25.000000,1.000000,0.680000,0.987282
sotad_extracted/test/9.mp4,6,56,25.000000,1.240000,0.680000,0.961558
sotad_extracted/test/9.mp4,12,62,25.000000,1.480000,0.680000,0.923116
sotad_extracted/test/9.mp4,18,68,25.000000,1.720000,0.680000,0.873541
sotad_extracted/test/9.mp4,24,74,25.000000,1.960000,0.680000,0.814810
sotad_extracted/test/9.mp4,30,80,25.000000,2.200000,0.680000,0.749162
sotad_extracted/test/9.mp4,36,86,25.000000,2.440000,0.680000,0.678955
sotad_extracted/test/9.mp4,42,92,25.000000,2.680000,0.680000,0.606531
sotad_extracted/test/9.mp4,48,98,25.000000,2.920000,0.680000,0.534085
sotad_extracted/test/9.mp4,54,104,25.000000,3.160000,0.680000,0.463569
sotad_extracted/test/9.mp4,60,110,25.000000,3.400000,0.680000,0.396611
sotad_extracted/test/9.mp4,66,116,25.000000,3.640000,0.680000,0.334473
sotad_extracted/test/9.mp4,72,122,25.000000,3.880000,0.680000,0.278037
sotad_extracted/test/9.mp4,78,128,25.000000,4.120000,0.680000,0.227820
sotad_extracted/test/9.mp4,84,134,25.000000,4.360000,0.680000,0.184004
sotad_extracted/test/9.mp4,90,140,25.000000,4.600000,0.680000,0.146490
sotad_extracted/test/9.mp4,96,146,25.000000,4.840000,0.680000,0.114957
sotad_extracted/test/9.mp4,102,152,25.000000,5.080000,0.680000,0.088922
sotad_extracted/test/9.mp4,108,158,25.000000,5.320000,0.680000,0.067800
sotad_extracted/test/9.mp4,114,164,25.000000,5.560000,0.680000,0.050956
sotad_extracted/test/9.mp4,120,170,25.000000,5.800000,0.680000,0.037749
sotad_extracted/test/9.mp4,126,176,25.000000,6.040000,0.680000,0.027565
sotad_extracted/test/9.mp4,132,182,25.000000,6.280000,0.680000,0.019841
sotad_extracted/test/9.mp4,138,188,25.000000,6.520000,0.680000,0.014077
sotad_extracted/test/11.mp4,0,50,25.000000,1.000000,2.080000,0.864331
sotad_extracted/test/11.mp4,6,56,25.000000,1.240000,2.080000,0.915578
sotad_extracted/test/11.mp4,12,62,25.000000,1.480000,2.080000,0.955997
sotad_extracted/test/11.mp4,18,68,25.000000,1.720000,2.080000,0.983931
sotad_extracted/test/11.mp4,24,74,25.000000,1.960000,2.080000,0.998202
sotad_extracted/test/11.mp4,30,80,25.000000,2.200000,2.080000,0.998202
sotad_extracted/test/11.mp4,36,86,25.000000,2.440000,2.080000,0.983931
sotad_extracted/test/11.mp4,42,92,25.000000,2.680000,2.080000,0.955997
sotad_extracted/test/11.mp4,48,98,25.000000,2.920000,2.080000,0.915578
sotad_extracted/test/11.mp4,54,104,25.000000,3.160000,2.080000,0.864331
sotad_extracted/test/11.mp4,60,110,25.000000,3.400000,2.080000,0.804286
sotad_extracted/test/11.mp4,66,116,25.000000,3.640000,2.080000,0.737713
sotad_extracted/test/11.mp4,72,122,25.000000,3.880000,2.080000,0.666977
sotad_extracted/test/12.mp4,0,50,25.000000,1.000000,2.520000,0.749162
sotad_extracted/test/12.mp4,6,56,25.000000,1.240000,2.520000,0.814810
sotad_extracted/test/12.mp4,12,62,25.000000,1.480000,2.520000,0.873541
sotad_extracted/test/12.mp4,18,68,25.000000,1.720000,2.520000,0.923116
sotad_extracted/test/12.mp4,24,74,25.000000,1.960000,2.520000,0.961558
sotad_extracted/test/12.mp4,30,80,25.000000,2.200000,2.520000,0.987282
sotad_extracted/test/12.mp4,36,86,25.000000,2.440000,2.520000,0.999200
sotad_extracted/test/12.mp4,42,92,25.000000,2.680000,2.520000,0.996805
sotad_extracted/test/12.mp4,48,98,25.000000,2.920000,2.520000,0.980199
sotad_extracted/test/12.mp4,54,104,25.000000,3.160000,2.520000,0.950089
sotad_extracted/test/12.mp4,60,110,25.000000,3.400000,2.520000,0.907738
sotad_extracted/test/12.mp4,66,116,25.000000,3.640000,2.520000,0.854875
sotad_extracted/test/12.mp4,72,122,25.000000,3.880000,2.520000,0.793581
sotad_extracted/test/12.mp4,78,128,25.000000,4.120000,2.520000,0.726149
sotad_extracted/test/12.mp4,84,134,25.000000,4.360000,2.520000,0.654948
sotad_extracted/test/12.mp4,90,140,25.000000,4.600000,2.520000,0.582282
sotad_extracted/test/12.mp4,96,146,25.000000,4.840000,2.520000,0.510278
sotad_extracted/test/12.mp4,102,152,25.000000,5.080000,2.520000,0.440784
sotad_extracted/test/12.mp4,108,158,25.000000,5.320000,2.520000,0.375311
sotad_extracted/test/12.mp4,114,164,25.000000,5.560000,2.520000,0.314995
sotad_extracted/test/12.mp4,120,170,25.000000,5.800000,2.520000,0.260592
sotad_extracted/test/12.mp4,126,176,25.000000,6.040000,2.520000,0.212503
sotad_extracted/test/12.mp4,132,182,25.000000,6.280000,2.520000,0.170811
sotad_extracted/test/12.mp4,138,188,25.000000,6.520000,2.520000,0.135335
sotad_extracted/test/12.mp4,144,194,25.000000,6.760000,2.520000,0.105695
sotad_extracted/test/12.mp4,150,200,25.000000,7.000000,2.520000,0.081366
sotad_extracted/test/13.mp4,0,50,25.000000,1.000000,1.200000,0.995012
sotad_extracted/test/13.mp4,6,56,25.000000,1.240000,1.200000,0.999800
sotad_extracted/test/13.mp4,12,62,25.000000,1.480000,1.200000,0.990248
sotad_extracted/test/13.mp4,18,68,25.000000,1.720000,1.200000,0.966765
sotad_extracted/test/13.mp4,24,74,25.000000,1.960000,1.200000,0.930345
sotad_extracted/test/13.mp4,30,80,25.000000,2.200000,1.200000,0.882497
sotad_extracted/test/13.mp4,36,86,25.000000,2.440000,1.200000,0.825142
sotad_extracted/test/13.mp4,42,92,25.000000,2.680000,1.200000,0.760484
sotad_extracted/test/13.mp4,48,98,25.000000,2.920000,1.200000,0.690872
sotad_extracted/test/13.mp4,54,104,25.000000,3.160000,1.200000,0.618660
sotad_extracted/test/13.mp4,60,110,25.000000,3.400000,1.200000,0.546074
sotad_extracted/test/13.mp4,66,116,25.000000,3.640000,1.200000,0.475114
sotad_extracted/test/13.mp4,72,122,25.000000,3.880000,1.200000,0.407465
sotad_extracted/test/13.mp4,78,128,25.000000,4.120000,1.200000,0.344452
sotad_extracted/test/13.mp4,84,134,25.000000,4.360000,1.200000,0.287021
sotad_extracted/test/13.mp4,90,140,25.000000,4.600000,1.200000,0.235746
sotad_extracted/test/14.mp4,0,50,25.000000,1.000000,1.720000,0.937255
sotad_extracted/test/14.mp4,6,56,25.000000,1.240000,1.720000,0.971611
sotad_extracted/test/14.mp4,12,62,25.000000,1.480000,1.720000,0.992826
sotad_extracted/test/14.mp4,18,68,25.000000,1.720000,1.720000,1.000000
sotad_extracted/test/14.mp4,24,74,25.000000,1.960000,1.720000,0.992826
sotad_extracted/test/14.mp4,30,80,25.000000,2.200000,1.720000,0.971611
sotad_extracted/test/14.mp4,36,86,25.000000,2.440000,1.720000,0.937255
sotad_extracted/test/14.mp4,42,92,25.000000,2.680000,1.720000,0.891188
sotad_extracted/test/14.mp4,48,98,25.000000,2.920000,1.720000,0.835270
sotad_extracted/test/14.mp4,54,104,25.000000,3.160000,1.720000,0.771669
sotad_extracted/test/14.mp4,60,110,25.000000,3.400000,1.720000,0.702718
sotad_extracted/test/14.mp4,66,116,25.000000,3.640000,1.720000,0.630779
sotad_extracted/test/14.mp4,72,122,25.000000,3.880000,1.720000,0.558110
sotad_extracted/test/14.mp4,78,128,25.000000,4.120000,1.720000,0.486752
sotad_extracted/test/15.mp4,0,50,25.000000,1.000000,2.680000,0.702718
sotad_extracted/test/15.mp4,6,56,25.000000,1.240000,2.680000,0.771669
sotad_extracted/test/15.mp4,12,62,25.000000,1.480000,2.680000,0.835270
sotad_extracted/test/15.mp4,18,68,25.000000,1.720000,2.680000,0.891188
sotad_extracted/test/15.mp4,24,74,25.000000,1.960000,2.680000,0.937255
sotad_extracted/test/15.mp4,30,80,25.000000,2.200000,2.680000,0.971611
sotad_extracted/test/15.mp4,36,86,25.000000,2.440000,2.680000,0.992826
sotad_extracted/test/15.mp4,42,92,25.000000,2.680000,2.680000,1.000000
sotad_extracted/test/15.mp4,48,98,25.000000,2.920000,2.680000,0.992826
sotad_extracted/test/15.mp4,54,104,25.000000,3.160000,2.680000,0.971611
sotad_extracted/test/15.mp4,60,110,25.000000,3.400000,2.680000,0.937255
sotad_extracted/test/15.mp4,66,116,25.000000,3.640000,2.680000,0.891188
sotad_extracted/test/15.mp4,72,122,25.000000,3.880000,2.680000,0.835270
sotad_extracted/test/15.mp4,78,128,25.000000,4.120000,2.680000,0.771669
sotad_extracted/test/15.mp4,84,134,25.000000,4.360000,2.680000,0.702718
sotad_extracted/test/15.mp4,90,140,25.000000,4.600000,2.680000,0.630779
sotad_extracted/test/15.mp4,96,146,25.000000,4.840000,2.680000,0.558110
sotad_extracted/test/15.mp4,102,152,25.000000,5.080000,2.680000,0.486752
sotad_extracted/test/15.mp4,108,158,25.000000,5.320000,2.680000,0.418449
sotad_extracted/test/16.mp4,0,50,25.000000,1.000000,1.320000,0.987282
sotad_extracted/test/16.mp4,6,56,25.000000,1.240000,1.320000,0.999200
sotad_extracted/test/16.mp4,12,62,25.000000,1.480000,1.320000,0.996805
sotad_extracted/test/16.mp4,18,68,25.000000,1.720000,1.320000,0.980199
sotad_extracted/test/16.mp4,24,74,25.000000,1.960000,1.320000,0.950089
sotad_extracted/test/16.mp4,30,80,25.000000,2.200000,1.320000,0.907738
sotad_extracted/test/16.mp4,36,86,25.000000,2.440000,1.320000,0.854875
sotad_extracted/test/16.mp4,42,92,25.000000,2.680000,1.320000,0.793581
sotad_extracted/test/16.mp4,48,98,25.000000,2.920000,1.320000,0.726149
sotad_extracted/test/16.mp4,54,104,25.000000,3.160000,1.320000,0.654948
sotad_extracted/test/17.mp4,0,50,25.000000,1.000000,3.480000,0.463569
sotad_extracted/test/17.mp4,6,56,25.000000,1.240000,3.480000,0.534085
sotad_extracted/test/17.mp4,12,62,25.000000,1.480000,3.480000,0.606531
sotad_extracted/test/17.mp4,18,68,25.000000,1.720000,3.480000,0.678955
sotad_extracted/test/17.mp4,24,74,25.000000,1.960000,3.480000,0.749162
sotad_extracted/test/17.mp4,30,80,25.000000,2.200000,3.480000,0.814810
sotad_extracted/test/17.mp4,36,86,25.000000,2.440000,3.480000,0.873541
sotad_extracted/test/17.mp4,42,92,25.000000,2.680000,3.480000,0.923116
sotad_extracted/test/17.mp4,48,98,25.000000,2.920000,3.480000,0.961558
sotad_extracted/test/17.mp4,54,104,25.000000,3.160000,3.480000,0.987282
sotad_extracted/test/17.mp4,60,110,25.000000,3.400000,3.480000,0.999200
sotad_extracted/test/17.mp4,66,116,25.000000,3.640000,3.480000,0.996805
sotad_extracted/test/17.mp4,72,122,25.000000,3.880000,3.480000,0.980199
sotad_extracted/test/17.mp4,78,128,25.000000,4.120000,3.480000,0.950089
sotad_extracted/test/17.mp4,84,134,25.000000,4.360000,3.480000,0.907738
sotad_extracted/test/17.mp4,90,140,25.000000,4.600000,3.480000,0.854875
sotad_extracted/test/17.mp4,96,146,25.000000,4.840000,3.480000,0.793581
sotad_extracted/test/17.mp4,102,152,25.000000,5.080000,3.480000,0.726149
sotad_extracted/test/17.mp4,108,158,25.000000,5.320000,3.480000,0.654948
sotad_extracted/test/17.mp4,114,164,25.000000,5.560000,3.480000,0.582282
sotad_extracted/test/17.mp4,120,170,25.000000,5.800000,3.480000,0.510278
sotad_extracted/test/17.mp4,126,176,25.000000,6.040000,3.480000,0.440784
sotad_extracted/test/17.mp4,132,182,25.000000,6.280000,3.480000,0.375311
sotad_extracted/test/17.mp4,138,188,25.000000,6.520000,3.480000,0.314995
sotad_extracted/test/17.mp4,144,194,25.000000,6.760000,3.480000,0.260592
sotad_extracted/test/17.mp4,150,200,25.000000,7.000000,3.480000,0.212503
sotad_extracted/test/17.mp4,156,206,25.000000,7.240000,3.480000,0.170811
sotad_extracted/test/17.mp4,162,212,25.000000,7.480000,3.480000,0.135335
sotad_extracted/test/17.mp4,168,218,25.000000,7.720000,3.480000,0.105695
sotad_extracted/test/17.mp4,174,224,25.000000,7.960000,3.480000,0.081366
sotad_extracted/test/17.mp4,180,230,25.000000,8.200000,3.480000,0.061741
sotad_extracted/test/17.mp4,186,236,25.000000,8.440000,3.480000,0.046180
sotad_extracted/test/17.mp4,192,242,25.000000,8.680000,3.480000,0.034047
sotad_extracted/test/17.mp4,198,248,25.000000,8.920000,3.480000,0.024743
sotad_extracted/test/17.mp4,204,254,25.000000,9.160000,3.480000,0.017725
sotad_extracted/test/18.mp4,0,50,25.000000,1.000000,5.400000,0.088922
sotad_extracted/test/18.mp4,6,56,25.000000,1.240000,5.400000,0.114957
sotad_extracted/test/18.mp4,12,62,25.000000,1.480000,5.400000,0.146490
sotad_extracted/test/18.mp4,18,68,25.000000,1.720000,5.400000,0.184004
sotad_extracted/test/18.mp4,24,74,25.000000,1.960000,5.400000,0.227820
sotad_extracted/test/18.mp4,30,80,25.000000,2.200000,5.400000,0.278037
sotad_extracted/test/18.mp4,36,86,25.000000,2.440000,5.400000,0.334473
sotad_extracted/test/18.mp4,42,92,25.000000,2.680000,5.400000,0.396611
sotad_extracted/test/18.mp4,48,98,25.000000,2.920000,5.400000,0.463569
sotad_extracted/test/18.mp4,54,104,25.000000,3.160000,5.400000,0.534085
sotad_extracted/test/18.mp4,60,110,25.000000,3.400000,5.400000,0.606531
sotad_extracted/test/18.mp4,66,116,25.000000,3.640000,5.400000,0.678955
sotad_extracted/test/18.mp4,72,122,25.000000,3.880000,5.400000,0.749162
sotad_extracted/test/18.mp4,78,128,25.000000,4.120000,5.400000,0.814810
sotad_extracted/test/18.mp4,84,134,25.000000,4.360000,5.400000,0.873541
sotad_extracted/test/18.mp4,90,140,25.000000,4.600000,5.400000,0.923116
sotad_extracted/test/18.mp4,96,146,25.000000,4.840000,5.400000,0.961558
sotad_extracted/test/18.mp4,102,152,25.000000,5.080000,5.400000,0.987282
sotad_extracted/test/18.mp4,108,158,25.000000,5.320000,5.400000,0.999200
sotad_extracted/test/18.mp4,114,164,25.000000,5.560000,5.400000,0.996805
sotad_extracted/test/18.mp4,120,170,25.000000,5.800000,5.400000,0.980199
sotad_extracted/test/18.mp4,126,176,25.000000,6.040000,5.400000,0.950089
sotad_extracted/test/18.mp4,132,182,25.000000,6.280000,5.400000,0.907738
sotad_extracted/test/18.mp4,138,188,25.000000,6.520000,5.400000,0.854875
sotad_extracted/test/18.mp4,144,194,25.000000,6.760000,5.400000,0.793581
sotad_extracted/test/18.mp4,150,200,25.000000,7.000000,5.400000,0.726149
sotad_extracted/test/18.mp4,156,206,25.000000,7.240000,5.400000,0.654948
sotad_extracted/test/18.mp4,162,212,25.000000,7.480000,5.400000,0.582282
sotad_extracted/test/18.mp4,168,218,25.000000,7.720000,5.400000,0.510278
sotad_extracted/test/18.mp4,174,224,25.000000,7.960000,5.400000,0.440784
sotad_extracted/test/19.mp4,0,50,25.000000,1.000000,3.160000,0.558110
sotad_extracted/test/19.mp4,6,56,25.000000,1.240000,3.160000,0.630779
sotad_extracted/test/19.mp4,12,62,25.000000,1.480000,3.160000,0.702718
sotad_extracted/test/19.mp4,18,68,25.000000,1.720000,3.160000,0.771669
sotad_extracted/test/19.mp4,24,74,25.000000,1.960000,3.160000,0.835270
sotad_extracted/test/19.mp4,30,80,25.000000,2.200000,3.160000,0.891188
sotad_extracted/test/19.mp4,36,86,25.000000,2.440000,3.160000,0.937255
sotad_extracted/test/19.mp4,42,92,25.000000,2.680000,3.160000,0.971611
sotad_extracted/test/19.mp4,48,98,25.000000,2.920000,3.160000,0.992826
sotad_extracted/test/19.mp4,54,104,25.000000,3.160000,3.160000,1.000000
sotad_extracted/test/19.mp4,60,110,25.000000,3.400000,3.160000,0.992826
sotad_extracted/test/19.mp4,66,116,25.000000,3.640000,3.160000,0.971611
sotad_extracted/test/19.mp4,72,122,25.000000,3.880000,3.160000,0.937255
sotad_extracted/test/19.mp4,78,128,25.000000,4.120000,3.160000,0.891188
sotad_extracted/test/19.mp4,84,134,25.000000,4.360000,3.160000,0.835270
sotad_extracted/test/19.mp4,90,140,25.000000,4.600000,3.160000,0.771669
sotad_extracted/test/19.mp4,96,146,25.000000,4.840000,3.160000,0.702718
sotad_extracted/test/19.mp4,102,152,25.000000,5.080000,3.160000,0.630779
sotad_extracted/test/19.mp4,108,158,25.000000,5.320000,3.160000,0.558110
sotad_extracted/test/19.mp4,114,164,25.000000,5.560000,3.160000,0.486752
sotad_extracted/test/20.mp4,0,50,25.000000,1.000000,1.480000,0.971611
sotad_extracted/test/20.mp4,6,56,25.000000,1.240000,1.480000,0.992826
sotad_extracted/test/20.mp4,12,62,25.000000,1.480000,1.480000,1.000000
sotad_extracted/test/20.mp4,18,68,25.000000,1.720000,1.480000,0.992826
sotad_extracted/test/20.mp4,24,74,25.000000,1.960000,1.480000,0.971611
sotad_extracted/test/20.mp4,30,80,25.000000,2.200000,1.480000,0.937255
sotad_extracted/test/20.mp4,36,86,25.000000,2.440000,1.480000,0.891188
sotad_extracted/test/20.mp4,42,92,25.000000,2.680000,1.480000,0.835270
sotad_extracted/test/20.mp4,48,98,25.000000,2.920000,1.480000,0.771669
sotad_extracted/test/20.mp4,54,104,25.000000,3.160000,1.480000,0.702718
sotad_extracted/test/20.mp4,60,110,25.000000,3.400000,1.480000,0.630779
sotad_extracted/test/20.mp4,66,116,25.000000,3.640000,1.480000,0.558110
sotad_extracted/test/20.mp4,72,122,25.000000,3.880000,1.480000,0.486752
sotad_extracted/test/20.mp4,78,128,25.000000,4.120000,1.480000,0.418449
sotad_extracted/test/21.mp4,0,50,25.000000,1.000000,2.840000,0.654948
sotad_extracted/test/21.mp4,6,56,25.000000,1.240000,2.840000,0.726149
sotad_extracted/test/21.mp4,12,62,25.000000,1.480000,2.840000,0.793581
sotad_extracted/test/21.mp4,18,68,25.000000,1.720000,2.840000,0.854875
sotad_extracted/test/21.mp4,24,74,25.000000,1.960000,2.840000,0.907738
sotad_extracted/test/21.mp4,30,80,25.000000,2.200000,2.840000,0.950089
sotad_extracted/test/21.mp4,36,86,25.000000,2.440000,2.840000,0.980199
sotad_extracted/test/21.mp4,42,92,25.000000,2.680000,2.840000,0.996805
sotad_extracted/test/21.mp4,48,98,25.000000,2.920000,2.840000,0.999200
sotad_extracted/test/21.mp4,54,104,25.000000,3.160000,2.840000,0.987282
sotad_extracted/test/21.mp4,60,110,25.000000,3.400000,2.840000,0.961558
sotad_extracted/test/21.mp4,66,116,25.000000,3.640000,2.840000,0.923116
sotad_extracted/test/21.mp4,72,122,25.000000,3.880000,2.840000,0.873541
sotad_extracted/test/21.mp4,78,128,25.000000,4.120000,2.840000,0.814810
sotad_extracted/test/21.mp4,84,134,25.000000,4.360000,2.840000,0.749162
sotad_extracted/test/21.mp4,90,140,25.000000,4.600000,2.840000,0.678955
sotad_extracted/test/21.mp4,96,146,25.000000,4.840000,2.840000,0.606531
sotad_extracted/test/21.mp4,102,152,25.000000,5.080000,2.840000,0.534085
sotad_extracted/test/21.mp4,108,158,25.000000,5.320000,2.840000,0.463569
sotad_extracted/test/21.mp4,114,164,25.000000,5.560000,2.840000,0.396611
sotad_extracted/test/21.mp4,120,170,25.000000,5.800000,2.840000,0.334473
sotad_extracted/test/21.mp4,126,176,25.000000,6.040000,2.840000,0.278037
sotad_extracted/test/21.mp4,132,182,25.000000,6.280000,2.840000,0.227820
sotad_extracted/test/21.mp4,138,188,25.000000,6.520000,2.840000,0.184004
sotad_extracted/test/21.mp4,144,194,25.000000,6.760000,2.840000,0.146490
sotad_extracted/test/21.mp4,150,200,25.000000,7.000000,2.840000,0.114957
sotad_extracted/test/21.mp4,156,206,25.000000,7.240000,2.840000,0.088922
sotad_extracted/test/22.mp4,0,50,25.000000,1.000000,1.640000,0.950089
sotad_extracted/test/22.mp4,6,56,25.000000,1.240000,1.640000,0.980199
sotad_extracted/test/22.mp4,12,62,25.000000,1.480000,1.640000,0.996805
sotad_extracted/test/22.mp4,18,68,25.000000,1.720000,1.640000,0.999200
sotad_extracted/test/22.mp4,24,74,25.000000,1.960000,1.640000,0.987282
sotad_extracted/test/22.mp4,30,80,25.000000,2.200000,1.640000,0.961558
sotad_extracted/test/22.mp4,36,86,25.000000,2.440000,1.640000,0.923116
sotad_extracted/test/22.mp4,42,92,25.000000,2.680000,1.640000,0.873541
